COUNTRY CODE	MOBILE NUMBER	SONG NUMBER	TIMESTAMP
FR	+33 7 21 80 46 75	22	2025-05-30 14:30:50
FR	+33 7 64 06 73 19	21	2025-05-30 13:59:49
FR	+33 7 94 54 58 64	6	2025-05-30 14:38:45
FR	+33 6 36 72 17 89	1	2025-05-30 14:16:21
FR	+33 7 49 15 09 15	5	2025-05-30 14:14:33
FR	+33 6 87 47 64 25	9	2025-05-30 14:50:39
FR	+33 7 02 75 79 54	12	2025-05-30 14:53:10
FR	+33 7 56 60 97 10	14	2025-05-30 14:05:11
FR	+33 6 20 36 08 32	2	2025-05-30 14:36:02
FR	+33 6 57 59 32 53	17	2025-05-30 14:44:52
FR	+33 6 27 96 65 53	14	2025-05-30 14:55:27
FR	+33 7 59 39 40 47	13	2025-05-30 14:30:21
FR	+33 6 05 10 55 05	9	2025-05-30 14:39:34
FR	+33 7 73 42 63 96	25	2025-05-30 14:36:59
FR	+33 6 17 39 55 48	15	2025-05-30 14:27:01
FR	+33 7 67 18 94 89	25	2025-05-30 14:57:06
FR	+33 6 41 54 96 91	22	2025-05-30 14:31:18
FR	+33 7 51 41 19 28	15	2025-05-30 14:32:42
FR	+33 6 01 90 49 17	24	2025-05-30 14:14:10
FR	+33 6 83 75 43 86	11	2025-05-30 14:57:13
FR	+33 7 93 17 05 86	16	2025-05-30 14:01:13
FR	+33 6 57 49 52 98	17	2025-05-30 14:01:12
FR	+33 6 30 61 24 16	4	2025-05-30 14:44:54
FR	+33 7 27 07 02 57	1	2025-05-30 14:17:13
FR	+33 7 75 62 83 36	8	2025-05-30 14:26:33
FR	+33 6 31 59 87 68	17	2025-05-30 14:49:06
FR	+33 6 24 09 72 10	3	2025-05-30 14:26:55
FR	+33 7 14 99 83 70	20	2025-05-30 14:25:45
FR	+33 7 87 70 63 57	15	2025-05-30 14:41:40
FR	+33 7 45 50 76 91	15	2025-05-30 14:07:26
FR	+33 6 81 85 50 54	24	2025-05-30 14:44:32
FR	+33 6 09 27 58 09	22	2025-05-30 14:11:06
FR	+33 7 96 35 46 28	14	2025-05-30 14:18:03
FR	+33 6 83 17 09 48	23	2025-05-30 14:37:35
FR	+33 6 00 75 53 33	14	2025-05-30 14:28:27
FR	+33 6 97 72 79 83	24	2025-05-30 14:40:14
FR	+33 6 38 87 32 27	2	2025-05-30 14:20:33
FR	+33 7 37 63 31 85	13	2025-05-30 14:24:27
FR	+33 7 83 13 59 63	14	2025-05-30 14:06:00
FR	+33 7 69 84 19 40	24	2025-05-30 14:58:21
FR	+33 6 94 02 85 71	19	2025-05-30 14:23:21
FR	+33 7 13 21 21 07	7	2025-05-30 14:13:33
FR	+33 7 16 77 44 11	3	2025-05-30 14:08:15
FR	+33 7 65 52 86 78	15	2025-05-30 14:51:06
FR	+33 7 74 77 61 74	23	2025-05-30 14:07:31
FR	+33 7 75 91 57 12	14	2025-05-30 14:41:10
FR	+33 6 66 14 31 14	11	2025-05-30 14:36:51
FR	+33 6 23 56 64 09	15	2025-05-30 14:48:59
FR	+33 6 00 63 46 25	13	2025-05-30 14:50:02
FR	+33 6 04 34 58 82	18	2025-05-30 14:18:52
FR	+33 7 72 10 11 88	6	2025-05-30 14:48:50
FR	+33 6 55 35 76 12	3	2025-05-30 14:25:52
FR	+33 6 67 42 30 70	19	2025-05-30 14:47:51
FR	+33 7 39 26 96 86	15	2025-05-30 14:58:26
FR	+33 6 75 56 58 07	25	2025-05-30 14:35:22
FR	+33 6 65 34 31 98	23	2025-05-30 14:25:09
FR	+33 6 56 42 01 82	5	2025-05-30 14:23:15
FR	+33 6 76 22 74 54	10	2025-05-30 14:16:28
FR	+33 7 76 31 01 21	7	2025-05-30 14:31:47
FR	+33 7 05 37 76 47	25	2025-05-30 14:15:52
FR	+33 6 59 47 53 44	17	2025-05-30 14:19:15
FR	+33 6 71 24 19 17	7	2025-05-30 13:58:49
FR	+33 6 06 17 75 77	22	2025-05-30 14:42:24
FR	+33 6 09 16 88 77	12	2025-05-30 14:20:38
FR	+33 6 85 40 04 02	25	2025-05-30 14:46:30
FR	+33 6 27 05 94 01	17	2025-05-30 14:17:07
FR	+33 7 17 31 56 85	13	2025-05-30 14:43:38
FR	+33 6 94 02 67 48	20	2025-05-30 14:00:13
FR	+33 6 77 81 74 29	25	2025-05-30 14:38:43
FR	+33 6 81 08 79 95	4	2025-05-30 14:18:12
FR	+33 7 28 63 18 99	10	2025-05-30 14:13:00
FR	+33 7 74 59 57 07	3	2025-05-30 14:51:42
FR	+33 7 24 53 07 02	9	2025-05-30 14:14:40
FR	+33 7 90 96 29 84	13	2025-05-30 14:33:24
FR	+33 6 61 26 45 22	18	2025-05-30 14:43:27
FR	+33 6 21 74 11 19	15	2025-05-30 14:30:37
FR	+33 6 00 03 13 83	4	2025-05-30 14:52:17
FR	+33 7 14 97 41 28	15	2025-05-30 14:46:30
FR	+33 6 90 81 10 31	22	2025-05-30 14:51:41
FR	+33 7 24 65 92 58	2	2025-05-30 14:28:01
FR	+33 7 91 76 96 29	15	2025-05-30 14:03:35
FR	+33 7 95 05 94 03	8	2025-05-30 14:21:11
FR	+33 7 47 44 91 98	8	2025-05-30 14:27:46
FR	+33 6 28 83 87 48	17	2025-05-30 14:09:52
FR	+33 6 31 86 61 52	12	2025-05-30 14:13:34
FR	+33 7 08 37 31 78	19	2025-05-30 14:22:46
FR	+33 7 25 73 61 97	10	2025-05-30 14:39:07
FR	+33 6 13 95 09 46	9	2025-05-30 14:29:44
FR	+33 7 47 96 17 62	5	2025-05-30 14:11:59
FR	+33 6 15 51 30 83	6	2025-05-30 14:51:23
FR	+33 6 02 00 07 08	20	2025-05-30 14:17:48
FR	+33 7 87 72 72 31	2	2025-05-30 14:52:21
FR	+33 6 08 31 81 34	24	2025-05-30 14:16:26
FR	+33 7 86 65 97 81	13	2025-05-30 14:34:00
FR	+33 7 85 28 29 86	6	2025-05-30 14:51:53
FR	+33 7 89 67 74 09	5	2025-05-30 14:37:38
FR	+33 6 90 08 94 69	25	2025-05-30 14:08:30
FR	+33 7 00 03 26 40	1	2025-05-30 14:12:40
FR	+33 6 89 64 17 68	21	2025-05-30 14:19:40
FR	+33 7 44 53 71 64	22	2025-05-30 14:25:28
FR	+33 7 22 51 05 08	21	2025-05-30 14:37:35
